Station,Date and time,pH,DO,EC,Temp
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 16:00,-,4.8,2913.7,25.9
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 16:30,-,4.7,3351.3,25.7
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 17:00,-,4.8,3006.2,25.7
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 17:30,-,4.9,3065.3,25.6
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 18:00,-,5.1,2808.2,25.5
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 18:30,-,4.9,3169.7,25.4
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 19:00,-,4.9,2726.1,25.2
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 19:30,-,4.9,2094.7,25.2
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 20:00,-,5.0,1790.5,25.2
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 20:30,-,5.0,1496.0,25.2
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 21:00,-,5.0,1216.5,25.2
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 21:30,-,5.0,1014.0,25.1
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 22:00,-,5.0,848.8,25.1
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 22:30,-,5.0,788.5,25.1
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 23:00,-,5.0,758.3,25.1
สถานีวัดแหลมใต้-บางปะกง,1/1/2022 23:30,-,5.1,736.1,25.2
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 0:00,-,5.1,690.9,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 0:30,-,5.1,704.7,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 1:00,-,5.2,699.4,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 1:30,-,5.2,693.5,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 2:00,-,5.2,685.4,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 2:30,-,5.2,675.7,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 3:00,-,5.2,685.9,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 3:30,-,5.2,682.6,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 4:00,-,5.1,680.4,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 4:30,-,5.1,694.4,24.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 5:00,-,5.1,704.6,24.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 5:30,-,5.0,713.5,24.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 6:00,-,5.0,726.4,24.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 6:30,-,4.9,767.1,24.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 7:00,-,5.0,840.1,24.7
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 7:30,-,4.8,928.4,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 8:00,-,4.7,1149.8,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 8:30,-,4.7,1628.7,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 9:00,-,4.6,2264.1,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 9:30,-,4.6,2974.8,25.2
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 10:00,-,4.6,3592.0,25.4
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 10:30,-,4.7,3789.1,25.5
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 11:00,-,4.7,4112.4,25.5
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 11:30,-,4.7,4095.7,25.6
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 12:00,-,4.7,4534.7,25.6
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 12:30,-,4.7,4368.2,25.6
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 13:00,-,4.6,4744.2,25.7
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 13:30,-,4.7,4327.0,25.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 14:00,-,4.7,4282.2,25.7
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 14:30,-,4.8,4251.5,25.6
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 15:00,-,4.7,4074.9,25.5
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 15:30,-,4.9,3768.3,25.7
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 16:00,-,4.9,3652.5,25.8
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 16:30,-,4.9,3543.3,25.7
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 17:00,-,5.0,3526.9,25.5
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 17:30,-,5.0,3539.4,25.4
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 18:00,-,5.0,3511.3,25.3
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 18:30,-,5.0,3704.4,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 19:00,-,5.1,3420.4,25.1
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 19:30,-,5.0,3308.5,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 20:00,-,5.0,3230.7,25.0
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 20:30,-,5.0,2856.7,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 21:00,-,4.8,2318.9,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 21:30,-,4.9,1850.2,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 22:00,-,5.0,1403.8,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 22:30,-,5.0,1072.1,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 23:00,-,5.0,973.0,24.9
สถานีวัดแหลมใต้-บางปะกง,2/1/2022 23:30,-,5.1,861.4,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 0:00,-,5.1,840.0,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 0:30,-,5.1,792.1,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 1:00,-,5.1,766.5,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 1:30,-,5.1,739.3,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 2:00,-,5.2,741.9,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 2:30,-,5.3,728.9,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 3:00,-,5.3,711.8,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 3:30,-,5.4,681.3,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 4:00,-,5.3,694.4,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 4:30,-,5.4,690.8,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 5:00,-,5.3,699.5,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 5:30,-,5.2,722.9,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 6:00,-,5.1,741.2,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 6:30,-,5.0,760.8,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 7:00,-,5.0,787.0,24.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 7:30,-,4.8,852.5,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 8:00,-,4.7,947.6,25.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 8:30,-,4.7,1130.0,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 9:00,-,4.6,1630.4,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 9:30,-,4.6,2343.6,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 10:00,-,4.5,3178.5,25.0
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 10:30,-,4.4,3744.8,25.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 11:00,-,4.3,4301.5,25.3
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 11:30,-,4.4,4795.3,25.5
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 12:00,-,4.5,5342.4,25.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 12:30,-,4.5,5469.8,25.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 13:00,-,4.6,5748.2,25.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 13:30,-,4.5,5616.1,25.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 14:00,-,4.7,4631.7,26.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 14:30,-,4.5,5246.7,26.0
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 15:00,-,4.5,5361.7,25.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 15:30,-,4.5,5318.8,25.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 16:00,-,4.5,5206.9,25.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 16:30,-,4.6,4903.0,25.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 17:00,-,4.7,4667.1,25.7
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 17:30,-,4.7,4667.8,25.6
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 18:00,-,4.7,4886.2,25.3
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 18:30,-,4.7,4733.9,25.2
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 19:00,-,4.7,4804.4,25.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 19:30,-,4.8,4388.3,25.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 20:00,-,4.8,4361.5,25.1
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 20:30,-,4.8,4192.3,25.0
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 21:00,-,4.8,3869.6,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 21:30,-,4.7,3411.7,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 22:00,-,4.7,2855.6,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 22:30,-,4.8,2428.7,24.8
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 23:00,-,4.8,1762.5,24.9
สถานีวัดแหลมใต้-บางปะกง,3/1/2022 23:30,-,4.8,1371.5,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 0:00,-,4.9,1218.0,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 0:30,-,4.9,1044.9,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 1:00,-,4.9,953.7,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 1:30,-,5.0,888.4,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 2:00,-,5.0,833.9,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 2:30,-,5.0,803.3,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 3:00,-,5.0,790.2,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 3:30,-,5.2,760.3,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 4:00,-,5.2,722.3,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 4:30,-,5.3,711.7,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 5:00,-,5.2,712.3,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 5:30,-,5.2,717.8,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 6:00,-,5.0,748.4,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 6:30,-,4.9,783.6,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 7:00,-,4.8,810.5,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 7:30,-,4.7,883.3,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 8:00,-,4.7,992.7,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 8:30,-,4.6,1174.6,25.0
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 9:00,-,4.4,1520.3,25.3
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 9:30,-,4.3,2234.7,25.4
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 10:00,-,4.3,2827.9,25.3
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 10:30,-,4.2,3677.4,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 11:00,-,4.2,4386.1,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 11:30,-,4.2,5227.2,25.2
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 12:00,-,4.2,5885.7,25.3
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 12:30,-,4.2,6237.3,25.6
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 13:00,-,4.2,6669.1,25.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 13:30,-,4.3,6883.1,25.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 14:00,-,4.2,7284.4,25.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 14:30,-,4.3,7045.0,25.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 15:00,-,4.3,6635.2,25.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 15:30,-,4.3,6808.3,25.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 16:00,-,4.3,6773.8,25.7
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 16:30,-,4.3,6458.4,25.7
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 17:00,-,4.4,6201.5,25.7
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 17:30,-,4.4,6177.7,25.5
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 18:00,-,4.4,6310.3,25.3
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 18:30,-,4.5,6008.8,25.2
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 19:00,-,4.5,6080.4,25.2
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 19:30,-,4.5,6140.7,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 20:00,-,4.6,5393.2,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 20:30,-,4.6,5119.9,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 21:00,-,4.6,5187.4,25.1
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 21:30,-,4.5,4723.6,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 22:00,-,4.5,4671.9,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 22:30,-,4.5,3850.6,24.9
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 23:00,-,4.5,3434.5,24.8
สถานีวัดแหลมใต้-บางปะกง,4/1/2022 23:30,-,4.5,2829.4,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 0:00,-,4.6,2223.8,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 0:30,-,4.6,1972.7,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 1:00,-,4.6,1655.9,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 1:30,-,4.7,1522.3,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 2:00,-,4.7,1333.8,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 2:30,-,4.7,1127.1,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 3:00,-,4.8,1032.1,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 3:30,-,4.8,951.0,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 4:00,-,4.9,888.3,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 4:30,-,5.0,829.7,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 5:00,-,5.0,791.1,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 5:30,-,5.0,778.5,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 6:00,-,5.0,773.8,24.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 6:30,-,4.9,773.1,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 7:00,-,4.8,833.3,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 7:30,-,4.7,909.2,24.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 8:00,-,4.5,980.5,25.0
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 8:30,-,4.3,1188.0,25.5
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 9:00,-,4.2,1424.4,25.6
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 9:30,-,4.1,1724.0,25.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 10:00,-,4.1,2122.4,25.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 10:30,-,4.0,2779.8,25.9
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 11:00,-,4.0,3430.3,25.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 11:30,-,4.0,4263.2,25.7
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 12:00,-,3.9,4922.1,25.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 12:30,-,3.9,5355.5,25.9
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 13:00,-,4.0,5970.2,26.1
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 13:30,-,4.0,6154.2,26.2
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 14:00,-,4.0,6142.6,25.9
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 14:30,-,4.0,5629.6,26.3
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 15:00,-,4.3,5010.6,26.4
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 15:30,-,4.1,5415.6,26.3
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 16:00,-,4.0,5781.4,26.1
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 16:30,-,4.0,5562.4,26.0
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 17:00,-,4.0,5484.4,25.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 17:30,-,4.2,5211.0,25.8
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 18:00,-,4.2,5415.8,25.6
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 18:30,-,4.2,5205.9,25.5
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 19:00,-,4.3,4817.5,25.4
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 19:30,-,4.2,5085.5,25.4
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 20:00,-,4.3,4870.7,25.4
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 20:30,-,4.2,5035.1,25.3
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 21:00,-,4.2,5678.4,25.1
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 21:30,-,4.3,5061.2,25.1
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 22:00,-,4.4,4828.9,25.1
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 22:30,-,4.3,4734.2,25.0
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 23:00,-,4.3,4544.8,24.9
สถานีวัดแหลมใต้-บางปะกง,5/1/2022 23:30,-,4.2,3839.1,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 0:00,-,4.2,3404.6,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 0:30,-,4.2,2757.4,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 1:00,-,4.3,2289.7,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 1:30,-,4.4,1869.5,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 2:00,-,4.4,1753.0,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 2:30,-,4.4,1486.5,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 3:00,-,4.5,1416.1,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 3:30,-,4.5,1220.9,24.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 4:00,-,4.6,1133.8,24.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 4:30,-,4.6,1046.6,24.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 5:00,-,4.6,1025.1,24.7
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 5:30,-,4.8,885.3,24.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 6:00,-,4.8,864.8,24.7
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 6:30,-,4.9,844.8,24.7
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 7:00,-,4.8,865.4,24.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 7:30,-,4.5,914.5,25.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 8:00,-,4.3,1031.7,25.5
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 8:30,-,4.2,1103.6,25.7
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 9:00,-,4.1,1252.2,25.8
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 9:30,-,4.0,1458.7,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 10:00,-,3.9,1687.5,25.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 10:30,-,3.8,2097.5,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 11:00,-,3.8,2612.1,25.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 11:30,-,3.7,3499.2,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 12:00,-,3.7,4132.8,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 12:30,-,3.7,4620.2,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 13:00,-,3.8,5039.7,26.1
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 13:30,-,3.8,5489.0,26.2
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 14:00,-,3.9,5663.0,26.3
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 14:30,-,3.9,5753.6,26.2
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 15:00,-,3.9,5179.7,26.3
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 15:30,-,4.1,4896.9,26.4
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 16:00,-,3.8,5588.1,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 16:30,-,3.8,5561.3,26.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 17:00,-,3.8,5171.5,25.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 17:30,-,3.9,4796.7,25.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 18:00,-,4.1,4513.5,25.6
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 18:30,-,4.1,4550.8,25.4
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 19:00,-,4.2,4327.0,25.3
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 19:30,-,4.3,4031.7,25.2
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 20:00,-,4.2,4234.5,25.2
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 20:30,-,4.1,4746.3,25.2
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 21:00,-,4.0,5636.5,25.1
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 21:30,-,4.1,5053.6,25.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 22:00,-,4.1,5505.0,25.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 22:30,-,4.1,5596.1,25.0
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 23:00,-,4.1,5690.9,24.9
สถานีวัดแหลมใต้-บางปะกง,6/1/2022 23:30,-,4.2,5304.7,24.9
สถานีวัดแหลมใต้-บางปะกง,7/1/2022 0:00,-,4.1,4993.1,24.9
สถานีวัดแหลมใต้-บางปะกง,7/1/2022 0:30,-,4.0,4472.1,24.9
สถานีวัดแหลมใต้-บางปะกง,7/1/2022 1:00,-,4.0,3800.0,24.9
สถานีวัดแหลมใต้-บางปะกง,7/1/2022 1:30,-,4.0,3202.1,24.9
